tenantcode,email,employeecode,attendancedate,systemintime,systemouttime,manualintime,manualouttime,appliedreason,applieddate,appliedby,status,statuschangedby,statuschangeddate,statuschangedreason,createddate,createdby,modifieddate,modifiedby,reportingto,attendancetype
P5C9754020,daphnee.jakubowski@namco.com,100000003498,2023-06-29,20:37,07:13,16:49,07:09,Others,2023-06-29,100000003498,Rejected,,,,2023-06-29,100000003498,,,100000001917,WorkingDay
P5C9754020,daphnee.jakubowski@namco.com,100000003498,2023-06-26,01:15,09:58,16:14,07:14,Shift Correction,2023-06-26,100000003498,Rejected,,,,2023-06-26,100000003498,,,100000001917,WorkingDay
P5C9754020,daphnee.jakubowski@namco.com,100000003498,2023-06-27,16:04,13:26,15:03,20:31,Shift Correction,2023-06-27,100000003498,Rejected,,,,2023-06-27,100000003498,,,100000001917,WorkingDay
P5C9754020,daphnee.jakubowski@namco.com,100000003498,2023-06-30,08:44,13:34,16:35,01:24,Forgot To Punch,2023-06-30,100000003498,Cancelled,,,,2023-06-30,100000003498,,,100000001917,WorkingDay
P5C9754020,daphnee.jakubowski@namco.com,100000003498,2023-07-01,18:36,00:11,03:24,18:58,Work From Home,2023-07-01,100000003498,Pending,,,,2023-07-01,100000003498,,,100000001917,WorkingDay
P5C9754020,leda.zieme@namco.com,100000003499,2023-07-01,15:12,08:20,18:19,22:24,Forgot To Punch,2023-07-01,100000003499,Pending,,,,2023-07-01,100000003499,,,100000001917,WorkingDay
P5C9754020,leda.zieme@namco.com,100000003499,2023-06-29,05:42,13:00,20:49,07:40,Forgot To Punch,2023-06-29,100000003499,Rejected,,,,2023-06-29,100000003499,,,100000001917,WorkingDay
P5C9754020,leda.zieme@namco.com,100000003499,2023-06-26,19:21,09:43,04:46,21:21,Shift Correction,2023-06-26,100000003499,Pending,,,,2023-06-26,100000003499,,,100000001917,WorkingDay
P5C9754020,leda.zieme@namco.com,100000003499,2023-06-27,11:11,17:16,13:19,10:23,Work From Home,2023-06-27,100000003499,Rejected,,,,2023-06-27,100000003499,,,100000001917,WorkingDay
P5C9754020,leda.zieme@namco.com,100000003499,2023-06-30,03:09,16:37,16:12,15:43,Shift Correction,2023-06-30,100000003499,Rejected,,,,2023-06-30,100000003499,,,100000001917,WorkingDay
P5C9754020,leda.zieme@namco.com,100000003499,2023-06-28,02:18,15:51,01:01,09:04,Shift Correction,2023-06-28,100000003499,Pending,,,,2023-06-28,100000003499,,,100000001917,WorkingDay
P5C9754020,kyler.wisozk@namco.com,100000003500,2023-06-29,19:30,17:27,16:51,22:38,Work From Home,2023-06-29,100000003500,Rejected,,,,2023-06-29,100000003500,,,100000001917,WorkingDay
P5C9754020,kyler.wisozk@namco.com,100000003500,2023-06-27,01:26,19:28,21:22,12:23,Forgot To Punch,2023-06-27,100000003500,Pending,,,,2023-06-27,100000003500,,,100000001917,WorkingDay
P5C9754020,kyler.wisozk@namco.com,100000003500,2023-06-26,06:57,08:03,19:56,17:10,Work From Home,2023-06-26,100000003500,Rejected,,,,2023-06-26,100000003500,,,100000001917,WorkingDay
P5C9754020,kyler.wisozk@namco.com,100000003500,2023-07-01,12:06,01:24,07:12,11:57,Work From Home,2023-07-01,100000003500,Pending,,,,2023-07-01,100000003500,,,100000001917,WorkingDay
P5C9754020,kyler.wisozk@namco.com,100000003500,2023-06-28,17:23,01:23,03:18,21:02,Others,2023-06-28,100000003500,Rejected,,,,2023-06-28,100000003500,,,100000001917,WorkingDay
P5C9754020,kyler.wisozk@namco.com,100000003500,2023-06-30,19:20,02:54,10:37,02:01,Shift Correction,2023-06-30,100000003500,Rejected,,,,2023-06-30,100000003500,,,100000001917,WorkingDay
P5C9754020,royce.wintheiser@namco.com,100000003501,2023-06-28,06:10,23:31,19:46,04:51,Work From Home,2023-06-28,100000003501,Rejected,,,,2023-06-28,100000003501,,,100000001917,WorkingDay
P5C9754020,royce.wintheiser@namco.com,100000003501,2023-06-29,12:26,10:46,10:24,07:33,Work From Home,2023-06-29,100000003501,Cancelled,,,,2023-06-29,100000003501,,,100000001917,WorkingDay
P5C9754020,royce.wintheiser@namco.com,100000003501,2023-06-30,01:27,03:07,06:56,20:57,Shift Correction,2023-06-30,100000003501,Pending,,,,2023-06-30,100000003501,,,100000001917,WorkingDay
P5C9754020,royce.wintheiser@namco.com,100000003501,2023-07-01,17:16,08:42,19:13,11:20,Others,2023-07-01,100000003501,Pending,,,,2023-07-01,100000003501,,,100000001917,WorkingDay
P5C9754020,royce.wintheiser@namco.com,100000003501,2023-06-27,20:13,08:22,19:05,20:54,Shift Correction,2023-06-27,100000003501,Pending,,,,2023-06-27,100000003501,,,100000001917,WorkingDay
P5C9754020,royce.wintheiser@namco.com,100000003501,2023-06-26,00:06,11:12,22:38,08:56,Work From Home,2023-06-26,100000003501,Pending,,,,2023-06-26,100000003501,,,100000001917,WorkingDay
P5C9754020,forrest.moen@namco.com,100000003502,2023-06-30,05:25,01:00,03:47,17:35,Shift Correction,2023-06-30,100000003502,Rejected,,,,2023-06-30,100000003502,,,100000001917,WorkingDay
P5C9754020,forrest.moen@namco.com,100000003502,2023-07-01,21:24,18:02,17:14,15:00,Shift Correction,2023-07-01,100000003502,Rejected,,,,2023-07-01,100000003502,,,100000001917,WorkingDay
P5C9754020,forrest.moen@namco.com,100000003502,2023-06-26,14:18,12:25,03:33,10:56,On Duty,2023-06-26,100000003502,Pending,,,,2023-06-26,100000003502,,,100000001917,WorkingDay
P5C9754020,forrest.moen@namco.com,100000003502,2023-06-27,04:55,00:32,19:15,14:36,Others,2023-06-27,100000003502,Pending,,,,2023-06-27,100000003502,,,100000001917,WorkingDay
P5C9754020,forrest.moen@namco.com,100000003502,2023-06-29,11:53,04:12,16:59,08:35,Forgot To Punch,2023-06-29,100000003502,Cancelled,,,,2023-06-29,100000003502,,,100000001917,WorkingDay
P5C9754020,forrest.moen@namco.com,100000003502,2023-06-28,16:42,11:03,16:11,10:08,Forgot To Punch,2023-06-28,100000003502,Cancelled,,,,2023-06-28,100000003502,,,100000001917,WorkingDay
P5C9754020,vincenzo.osinski@namco.com,100000003503,2023-06-26,10:12,01:51,07:28,09:18,Others,2023-06-26,100000003503,Rejected,,,,2023-06-26,100000003503,,,100000001917,WorkingDay
P5C9754020,vincenzo.osinski@namco.com,100000003503,2023-06-27,14:04,15:10,23:42,08:15,Work From Home,2023-06-27,100000003503,Rejected,,,,2023-06-27,100000003503,,,100000001917,WorkingDay
P5C9754020,vincenzo.osinski@namco.com,100000003503,2023-06-28,08:20,15:12,07:13,01:27,Others,2023-06-28,100000003503,Pending,,,,2023-06-28,100000003503,,,100000001917,WorkingDay
P5C9754020,vincenzo.osinski@namco.com,100000003503,2023-06-30,16:51,12:30,23:41,09:09,Others,2023-06-30,100000003503,Rejected,,,,2023-06-30,100000003503,,,100000001917,WorkingDay
P5C9754020,vincenzo.osinski@namco.com,100000003503,2023-07-01,12:32,19:25,11:16,20:45,Shift Correction,2023-07-01,100000003503,Rejected,,,,2023-07-01,100000003503,,,100000001917,WorkingDay
P5C9754020,vincenzo.osinski@namco.com,100000003503,2023-06-29,01:01,11:04,00:18,05:39,Shift Correction,2023-06-29,100000003503,Rejected,,,,2023-06-29,100000003503,,,100000001917,WorkingDay
P5C9754020,judson.bailey@namco.com,100000003504,2023-06-29,01:28,03:27,09:49,20:45,Others,2023-06-29,100000003504,Rejected,,,,2023-06-29,100000003504,,,100000001917,WorkingDay
P5C9754020,judson.bailey@namco.com,100000003504,2023-06-26,05:19,12:43,23:02,16:14,Shift Correction,2023-06-26,100000003504,Rejected,,,,2023-06-26,100000003504,,,100000001917,WorkingDay
P5C9754020,judson.bailey@namco.com,100000003504,2023-06-27,04:32,16:49,07:55,01:48,On Duty,2023-06-27,100000003504,Pending,,,,2023-06-27,100000003504,,,100000001917,WorkingDay
P5C9754020,judson.bailey@namco.com,100000003504,2023-06-30,13:23,09:37,12:55,22:42,Forgot To Punch,2023-06-30,100000003504,Rejected,,,,2023-06-30,100000003504,,,100000001917,WorkingDay
P5C9754020,judson.bailey@namco.com,100000003504,2023-06-28,06:43,22:46,22:48,02:50,Work From Home,2023-06-28,100000003504,Rejected,,,,2023-06-28,100000003504,,,100000001917,WorkingDay
P5C9754020,judson.bailey@namco.com,100000003504,2023-07-01,06:27,00:51,18:50,11:19,Others,2023-07-01,100000003504,Rejected,,,,2023-07-01,100000003504,,,100000001917,WorkingDay
P5C9754020,lacey.hilpert@namco.com,100000003505,2023-06-30,07:52,23:03,07:02,00:23,Forgot To Punch,2023-06-30,100000003505,Rejected,,,,2023-06-30,100000003505,,,100000001917,WorkingDay
P5C9754020,lacey.hilpert@namco.com,100000003505,2023-06-27,08:25,21:04,17:11,05:17,On Duty,2023-06-27,100000003505,Rejected,,,,2023-06-27,100000003505,,,100000001917,WorkingDay
P5C9754020,lacey.hilpert@namco.com,100000003505,2023-06-28,10:09,13:17,05:35,06:23,On Duty,2023-06-28,100000003505,Pending,,,,2023-06-28,100000003505,,,100000001917,WorkingDay
P5C9754020,lacey.hilpert@namco.com,100000003505,2023-07-01,20:05,06:59,23:33,23:33,Work From Home,2023-07-01,100000003505,Pending,,,,2023-07-01,100000003505,,,100000001917,WorkingDay
P5C9754020,lacey.hilpert@namco.com,100000003505,2023-06-26,15:32,23:05,08:24,13:50,Forgot To Punch,2023-06-26,100000003505,Pending,,,,2023-06-26,100000003505,,,100000001917,WorkingDay
P5C9754020,lacey.hilpert@namco.com,100000003505,2023-06-29,04:42,13:50,11:29,00:25,Shift Correction,2023-06-29,100000003505,Rejected,,,,2023-06-29,100000003505,,,100000001917,WorkingDay
P5C9754020,garrison.koss@namco.com,100000003506,2023-06-28,11:53,16:14,20:57,23:20,Work From Home,2023-06-28,100000003506,Pending,,,,2023-06-28,100000003506,,,100000001917,WorkingDay
P5C9754020,garrison.koss@namco.com,100000003506,2023-06-27,23:51,18:20,08:45,07:58,Others,2023-06-27,100000003506,Rejected,,,,2023-06-27,100000003506,,,100000001917,WorkingDay
P5C9754020,garrison.koss@namco.com,100000003506,2023-06-29,08:54,06:06,11:40,10:40,Others,2023-06-29,100000003506,Rejected,,,,2023-06-29,100000003506,,,100000001917,WorkingDay
P5C9754020,garrison.koss@namco.com,100000003506,2023-06-26,20:59,20:05,03:40,16:12,Work From Home,2023-06-26,100000003506,Cancelled,,,,2023-06-26,100000003506,,,100000001917,WorkingDay
P5C9754020,garrison.koss@namco.com,100000003506,2023-07-01,08:05,10:58,17:42,20:25,Others,2023-07-01,100000003506,Rejected,,,,2023-07-01,100000003506,,,100000001917,WorkingDay
P5C9754020,garrison.koss@namco.com,100000003506,2023-06-30,02:10,23:13,05:15,11:06,On Duty,2023-06-30,100000003506,Pending,,,,2023-06-30,100000003506,,,100000001917,WorkingDay
P5C9754020,oceane.schmitt@namco.com,100000003507,2023-06-30,18:28,17:58,01:17,14:10,Shift Correction,2023-06-30,100000003507,Pending,,,,2023-06-30,100000003507,,,100000001917,WorkingDay
P5C9754020,oceane.schmitt@namco.com,100000003507,2023-06-29,03:20,21:24,04:14,20:11,On Duty,2023-06-29,100000003507,Rejected,,,,2023-06-29,100000003507,,,100000001917,WorkingDay
P5C9754020,oceane.schmitt@namco.com,100000003507,2023-06-26,00:22,12:13,13:09,18:19,Shift Correction,2023-06-26,100000003507,Pending,,,,2023-06-26,100000003507,,,100000001917,WorkingDay
P5C9754020,oceane.schmitt@namco.com,100000003507,2023-07-01,18:08,06:55,00:37,16:35,Shift Correction,2023-07-01,100000003507,Rejected,,,,2023-07-01,100000003507,,,100000001917,WorkingDay
P5C9754020,oceane.schmitt@namco.com,100000003507,2023-06-28,23:48,10:27,10:17,21:07,Others,2023-06-28,100000003507,Rejected,,,,2023-06-28,100000003507,,,100000001917,WorkingDay
P5C9754020,oceane.schmitt@namco.com,100000003507,2023-06-27,01:37,06:46,11:56,10:39,Others,2023-06-27,100000003507,Rejected,,,,2023-06-27,100000003507,,,100000001917,WorkingDay
P5C9754020,eladio.ferry@namco.com,100000003508,2023-06-29,09:28,20:10,20:31,04:13,On Duty,2023-06-29,100000003508,Rejected,,,,2023-06-29,100000003508,,,100000001917,WorkingDay
P5C9754020,eladio.ferry@namco.com,100000003508,2023-06-28,07:04,23:01,15:33,20:35,On Duty,2023-06-28,100000003508,Cancelled,,,,2023-06-28,100000003508,,,100000001917,WorkingDay
P5C9754020,eladio.ferry@namco.com,100000003508,2023-07-01,12:44,01:10,08:51,14:31,Others,2023-07-01,100000003508,Rejected,,,,2023-07-01,100000003508,,,100000001917,WorkingDay
P5C9754020,eladio.ferry@namco.com,100000003508,2023-06-27,11:48,03:06,17:04,21:26,On Duty,2023-06-27,100000003508,Rejected,,,,2023-06-27,100000003508,,,100000001917,WorkingDay
P5C9754020,eladio.ferry@namco.com,100000003508,2023-06-30,13:28,12:47,11:28,18:29,Shift Correction,2023-06-30,100000003508,Cancelled,,,,2023-06-30,100000003508,,,100000001917,WorkingDay
P5C9754020,eladio.ferry@namco.com,100000003508,2023-06-26,00:11,02:50,01:20,20:21,Work From Home,2023-06-26,100000003508,Cancelled,,,,2023-06-26,100000003508,,,100000001917,WorkingDay
P5C9754020,shakira.kuhn@namco.com,100000003509,2023-06-30,21:22,05:53,23:45,02:39,Shift Correction,2023-06-30,100000003509,Cancelled,,,,2023-06-30,100000003509,,,100000001917,WorkingDay
P5C9754020,shakira.kuhn@namco.com,100000003509,2023-06-26,15:24,16:40,01:48,18:41,On Duty,2023-06-26,100000003509,Rejected,,,,2023-06-26,100000003509,,,100000001917,WorkingDay
P5C9754020,shakira.kuhn@namco.com,100000003509,2023-06-27,19:38,17:38,01:53,20:56,Shift Correction,2023-06-27,100000003509,Rejected,,,,2023-06-27,100000003509,,,100000001917,WorkingDay
P5C9754020,shakira.kuhn@namco.com,100000003509,2023-06-29,00:16,13:29,08:48,15:38,Others,2023-06-29,100000003509,Pending,,,,2023-06-29,100000003509,,,100000001917,WorkingDay
P5C9754020,shakira.kuhn@namco.com,100000003509,2023-07-01,08:05,07:49,17:08,14:53,On Duty,2023-07-01,100000003509,Rejected,,,,2023-07-01,100000003509,,,100000001917,WorkingDay
P5C9754020,shakira.kuhn@namco.com,100000003509,2023-06-28,15:50,01:16,17:41,13:52,On Duty,2023-06-28,100000003509,Rejected,,,,2023-06-28,100000003509,,,100000001917,WorkingDay
P5C9754020,bruce.monahan@namco.com,100000003510,2023-06-27,05:03,14:11,13:27,23:22,Shift Correction,2023-06-27,100000003510,Pending,,,,2023-06-27,100000003510,,,100000001917,WorkingDay
P5C9754020,bruce.monahan@namco.com,100000003510,2023-06-28,23:14,14:41,01:49,20:40,Forgot To Punch,2023-06-28,100000003510,Rejected,,,,2023-06-28,100000003510,,,100000001917,WorkingDay
P5C9754020,bruce.monahan@namco.com,100000003510,2023-07-01,09:45,20:00,10:40,16:55,Forgot To Punch,2023-07-01,100000003510,Pending,,,,2023-07-01,100000003510,,,100000001917,WorkingDay
P5C9754020,bruce.monahan@namco.com,100000003510,2023-06-26,19:57,21:39,18:23,15:45,Shift Correction,2023-06-26,100000003510,Rejected,,,,2023-06-26,100000003510,,,100000001917,WorkingDay
P5C9754020,bruce.monahan@namco.com,100000003510,2023-06-30,15:24,05:38,09:17,10:23,Forgot To Punch,2023-06-30,100000003510,Rejected,,,,2023-06-30,100000003510,,,100000001917,WorkingDay
P5C9754020,bruce.monahan@namco.com,100000003510,2023-06-29,03:25,18:00,02:33,01:43,Forgot To Punch,2023-06-29,100000003510,Rejected,,,,2023-06-29,100000003510,,,100000001917,WorkingDay
P5C9754020,lia.marks@namco.com,100000003511,2023-07-01,09:57,11:07,22:09,01:34,Forgot To Punch,2023-07-01,100000003511,Rejected,,,,2023-07-01,100000003511,,,100000001917,WorkingDay
P5C9754020,lia.marks@namco.com,100000003511,2023-06-26,23:42,07:12,02:44,03:06,Others,2023-06-26,100000003511,Pending,,,,2023-06-26,100000003511,,,100000001917,WorkingDay
P5C9754020,lia.marks@namco.com,100000003511,2023-06-30,10:22,03:27,07:31,08:08,Others,2023-06-30,100000003511,Cancelled,,,,2023-06-30,100000003511,,,100000001917,WorkingDay
P5C9754020,lia.marks@namco.com,100000003511,2023-06-28,08:33,04:10,14:22,13:52,Forgot To Punch,2023-06-28,100000003511,Cancelled,,,,2023-06-28,100000003511,,,100000001917,WorkingDay
P5C9754020,lia.marks@namco.com,100000003511,2023-06-27,12:50,19:58,23:36,18:19,On Duty,2023-06-27,100000003511,Pending,,,,2023-06-27,100000003511,,,100000001917,WorkingDay
P5C9754020,lia.marks@namco.com,100000003511,2023-06-29,06:22,23:21,01:13,01:53,On Duty,2023-06-29,100000003511,Rejected,,,,2023-06-29,100000003511,,,100000001917,WorkingDay
P5C9754020,ladarius.barton@namco.com,100000003512,2023-06-30,03:21,04:47,02:10,16:32,Shift Correction,2023-06-30,100000003512,Pending,,,,2023-06-30,100000003512,,,100000001917,WorkingDay
P5C9754020,ladarius.barton@namco.com,100000003512,2023-06-28,00:25,23:43,11:41,07:38,Others,2023-06-28,100000003512,Rejected,,,,2023-06-28,100000003512,,,100000001917,WorkingDay
P5C9754020,ladarius.barton@namco.com,100000003512,2023-06-26,04:59,19:54,03:27,10:30,Shift Correction,2023-06-26,100000003512,Cancelled,,,,2023-06-26,100000003512,,,100000001917,WorkingDay
P5C9754020,ladarius.barton@namco.com,100000003512,2023-06-27,16:57,16:22,20:30,12:57,Forgot To Punch,2023-06-27,100000003512,Rejected,,,,2023-06-27,100000003512,,,100000001917,WorkingDay
P5C9754020,ladarius.barton@namco.com,100000003512,2023-06-29,01:18,20:22,18:17,07:07,Shift Correction,2023-06-29,100000003512,Rejected,,,,2023-06-29,100000003512,,,100000001917,WorkingDay
P5C9754020,ladarius.barton@namco.com,100000003512,2023-07-01,09:51,21:04,02:59,18:34,Forgot To Punch,2023-07-01,100000003512,Rejected,,,,2023-07-01,100000003512,,,100000001917,WorkingDay
P5C9754020,cleve.ernser@namco.com,100000003513,2023-07-01,23:30,05:50,04:16,14:05,Forgot To Punch,2023-07-01,100000003513,Rejected,,,,2023-07-01,100000003513,,,100000001917,WorkingDay
P5C9754020,cleve.ernser@namco.com,100000003513,2023-06-26,10:44,11:33,16:23,00:49,Shift Correction,2023-06-26,100000003513,Rejected,,,,2023-06-26,100000003513,,,100000001917,WorkingDay
P5C9754020,cleve.ernser@namco.com,100000003513,2023-06-28,05:12,14:35,06:24,00:59,Forgot To Punch,2023-06-28,100000003513,Rejected,,,,2023-06-28,100000003513,,,100000001917,WorkingDay
P5C9754020,cleve.ernser@namco.com,100000003513,2023-06-30,00:26,16:38,12:44,01:57,On Duty,2023-06-30,100000003513,Rejected,,,,2023-06-30,100000003513,,,100000001917,WorkingDay
P5C9754020,cleve.ernser@namco.com,100000003513,2023-06-29,15:41,07:32,04:16,06:31,Others,2023-06-29,100000003513,Rejected,,,,2023-06-29,100000003513,,,100000001917,WorkingDay
P5C9754020,cleve.ernser@namco.com,100000003513,2023-06-27,01:05,01:49,15:55,01:04,Shift Correction,2023-06-27,100000003513,Rejected,,,,2023-06-27,100000003513,,,100000001917,WorkingDay
P5C9754020,timmy.mayer@namco.com,100000003514,2023-06-27,01:49,00:06,20:59,03:07,On Duty,2023-06-27,100000003514,Rejected,,,,2023-06-27,100000003514,,,100000001917,WorkingDay
P5C9754020,timmy.mayer@namco.com,100000003514,2023-07-01,01:54,04:22,11:42,10:27,Shift Correction,2023-07-01,100000003514,Pending,,,,2023-07-01,100000003514,,,100000001917,WorkingDay
P5C9754020,timmy.mayer@namco.com,100000003514,2023-06-28,00:03,03:39,09:09,18:42,Forgot To Punch,2023-06-28,100000003514,Rejected,,,,2023-06-28,100000003514,,,100000001917,WorkingDay
P5C9754020,timmy.mayer@namco.com,100000003514,2023-06-30,21:51,04:01,04:52,15:07,Shift Correction,2023-06-30,100000003514,Rejected,,,,2023-06-30,100000003514,,,100000001917,WorkingDay
P5C9754020,timmy.mayer@namco.com,100000003514,2023-06-29,17:18,14:02,15:08,08:13,Shift Correction,2023-06-29,100000003514,Pending,,,,2023-06-29,100000003514,,,100000001917,WorkingDay
P5C9754020,timmy.mayer@namco.com,100000003514,2023-06-26,01:31,22:28,16:55,21:16,Shift Correction,2023-06-26,100000003514,Rejected,,,,2023-06-26,100000003514,,,100000001917,WorkingDay
P5C9754020,mustafa.effertz@namco.com,100000003515,2023-07-01,15:39,22:05,23:23,05:59,Shift Correction,2023-07-01,100000003515,Rejected,,,,2023-07-01,100000003515,,,100000001917,WorkingDay
P5C9754020,mustafa.effertz@namco.com,100000003515,2023-06-29,17:39,01:28,21:11,04:22,Work From Home,2023-06-29,100000003515,Rejected,,,,2023-06-29,100000003515,,,100000001917,WorkingDay
P5C9754020,mustafa.effertz@namco.com,100000003515,2023-06-26,23:34,04:52,18:56,23:59,On Duty,2023-06-26,100000003515,Rejected,,,,2023-06-26,100000003515,,,100000001917,WorkingDay
P5C9754020,mustafa.effertz@namco.com,100000003515,2023-06-30,19:53,02:22,06:56,10:39,On Duty,2023-06-30,100000003515,Pending,,,,2023-06-30,100000003515,,,100000001917,WorkingDay
P5C9754020,mustafa.effertz@namco.com,100000003515,2023-06-28,15:57,09:18,03:59,15:02,Others,2023-06-28,100000003515,Rejected,,,,2023-06-28,100000003515,,,100000001917,WorkingDay
P5C9754020,mustafa.effertz@namco.com,100000003515,2023-06-27,02:22,14:14,17:48,00:43,Others,2023-06-27,100000003515,Rejected,,,,2023-06-27,100000003515,,,100000001917,WorkingDay
P5C9754020,berta.nicolas@namco.com,100000003516,2023-06-26,02:23,19:45,13:34,16:22,On Duty,2023-06-26,100000003516,Rejected,,,,2023-06-26,100000003516,,,100000001917,WorkingDay
P5C9754020,berta.nicolas@namco.com,100000003516,2023-06-28,14:42,18:40,13:56,03:26,Work From Home,2023-06-28,100000003516,Rejected,,,,2023-06-28,100000003516,,,100000001917,WorkingDay
P5C9754020,berta.nicolas@namco.com,100000003516,2023-06-29,03:52,15:15,21:06,02:33,Shift Correction,2023-06-29,100000003516,Rejected,,,,2023-06-29,100000003516,,,100000001917,WorkingDay
P5C9754020,berta.nicolas@namco.com,100000003516,2023-06-30,02:24,01:55,12:54,17:05,Others,2023-06-30,100000003516,Pending,,,,2023-06-30,100000003516,,,100000001917,WorkingDay
P5C9754020,berta.nicolas@namco.com,100000003516,2023-07-01,17:14,22:08,11:50,16:42,Work From Home,2023-07-01,100000003516,Pending,,,,2023-07-01,100000003516,,,100000001917,WorkingDay
P5C9754020,berta.nicolas@namco.com,100000003516,2023-06-27,01:36,08:59,08:27,00:50,Others,2023-06-27,100000003516,Rejected,,,,2023-06-27,100000003516,,,100000001917,WorkingDay
P5C9754020,hailey.konopelski@namco.com,100000003517,2023-06-27,01:29,22:38,14:34,11:51,Work From Home,2023-06-27,100000003517,Pending,,,,2023-06-27,100000003517,,,100000001917,WorkingDay
P5C9754020,hailey.konopelski@namco.com,100000003517,2023-06-29,01:13,16:49,18:33,10:28,Work From Home,2023-06-29,100000003517,Rejected,,,,2023-06-29,100000003517,,,100000001917,WorkingDay
P5C9754020,hailey.konopelski@namco.com,100000003517,2023-06-30,03:04,14:11,05:00,11:02,Work From Home,2023-06-30,100000003517,Rejected,,,,2023-06-30,100000003517,,,100000001917,WorkingDay
P5C9754020,hailey.konopelski@namco.com,100000003517,2023-07-01,19:40,03:28,11:55,10:45,Shift Correction,2023-07-01,100000003517,Rejected,,,,2023-07-01,100000003517,,,100000001917,WorkingDay
P5C9754020,hailey.konopelski@namco.com,100000003517,2023-06-28,05:52,19:45,16:47,17:21,Work From Home,2023-06-28,100000003517,Pending,,,,2023-06-28,100000003517,,,100000001917,WorkingDay
P5C9754020,hailey.konopelski@namco.com,100000003517,2023-06-26,13:21,11:27,02:58,15:05,On Duty,2023-06-26,100000003517,Rejected,,,,2023-06-26,100000003517,,,100000001917,WorkingDay
P5C9754020,alisa.bogan@namco.com,100000003518,2023-06-28,02:49,02:09,10:59,19:50,Others,2023-06-28,100000003518,Rejected,,,,2023-06-28,100000003518,,,100000001917,WorkingDay
P5C9754020,alisa.bogan@namco.com,100000003518,2023-06-29,05:27,14:12,13:30,13:51,On Duty,2023-06-29,100000003518,Rejected,,,,2023-06-29,100000003518,,,100000001917,WorkingDay
P5C9754020,alisa.bogan@namco.com,100000003518,2023-07-01,18:18,23:58,12:57,19:47,Work From Home,2023-07-01,100000003518,Rejected,,,,2023-07-01,100000003518,,,100000001917,WorkingDay
P5C9754020,alisa.bogan@namco.com,100000003518,2023-06-27,15:05,21:21,09:05,05:35,Others,2023-06-27,100000003518,Rejected,,,,2023-06-27,100000003518,,,100000001917,WorkingDay
P5C9754020,alisa.bogan@namco.com,100000003518,2023-06-30,12:30,22:12,23:15,22:12,Forgot To Punch,2023-06-30,100000003518,Pending,,,,2023-06-30,100000003518,,,100000001917,WorkingDay
P5C9754020,alisa.bogan@namco.com,100000003518,2023-06-26,02:44,12:26,00:11,23:33,Shift Correction,2023-06-26,100000003518,Pending,,,,2023-06-26,100000003518,,,100000001917,WorkingDay
P5C9754020,benjamin.jacobs@namco.com,100000003519,2023-07-01,15:48,08:21,05:06,20:59,Forgot To Punch,2023-07-01,100000003519,Rejected,,,,2023-07-01,100000003519,,,100000001917,WorkingDay
P5C9754020,benjamin.jacobs@namco.com,100000003519,2023-06-28,16:26,16:34,12:09,00:50,On Duty,2023-06-28,100000003519,Rejected,,,,2023-06-28,100000003519,,,100000001917,WorkingDay
P5C9754020,benjamin.jacobs@namco.com,100000003519,2023-06-30,10:23,15:06,18:00,09:27,Shift Correction,2023-06-30,100000003519,Rejected,,,,2023-06-30,100000003519,,,100000001917,WorkingDay
P5C9754020,benjamin.jacobs@namco.com,100000003519,2023-06-26,04:27,19:34,16:56,00:04,Forgot To Punch,2023-06-26,100000003519,Cancelled,,,,2023-06-26,100000003519,,,100000001917,WorkingDay
P5C9754020,benjamin.jacobs@namco.com,100000003519,2023-06-29,15:09,11:10,00:19,08:27,On Duty,2023-06-29,100000003519,Rejected,,,,2023-06-29,100000003519,,,100000001917,WorkingDay
P5C9754020,benjamin.jacobs@namco.com,100000003519,2023-06-27,08:47,08:17,05:32,12:41,Shift Correction,2023-06-27,100000003519,Cancelled,,,,2023-06-27,100000003519,,,100000001917,WorkingDay
P5C9754020,marc.treutel@namco.com,100000003520,2023-06-28,00:32,09:44,05:01,16:16,Forgot To Punch,2023-06-28,100000003520,Pending,,,,2023-06-28,100000003520,,,100000001917,WorkingDay
P5C9754020,marc.treutel@namco.com,100000003520,2023-06-26,11:37,03:25,05:56,07:51,On Duty,2023-06-26,100000003520,Rejected,,,,2023-06-26,100000003520,,,100000001917,WorkingDay
P5C9754020,marc.treutel@namco.com,100000003520,2023-06-29,10:11,05:04,13:21,22:49,Forgot To Punch,2023-06-29,100000003520,Rejected,,,,2023-06-29,100000003520,,,100000001917,WorkingDay
P5C9754020,marc.treutel@namco.com,100000003520,2023-07-01,08:29,18:10,22:53,00:19,Work From Home,2023-07-01,100000003520,Pending,,,,2023-07-01,100000003520,,,100000001917,WorkingDay
P5C9754020,marc.treutel@namco.com,100000003520,2023-06-30,18:29,20:22,05:14,20:42,Work From Home,2023-06-30,100000003520,Pending,,,,2023-06-30,100000003520,,,100000001917,WorkingDay
P5C9754020,marc.treutel@namco.com,100000003520,2023-06-27,03:19,06:24,10:43,11:43,On Duty,2023-06-27,100000003520,Cancelled,,,,2023-06-27,100000003520,,,100000001917,WorkingDay
P5C9754020,retta.upton@namco.com,100000003521,2023-06-27,10:42,17:54,15:14,15:15,Shift Correction,2023-06-27,100000003521,Pending,,,,2023-06-27,100000003521,,,100000001917,WorkingDay
